"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","",13073.0983990131,1.60066009699357,0.184049068986439,8.69692036916258,3.41012567060031e-18,1.97660334888467e-17
"2","1-aminocyclopropane-1-carboxylate",0.286827346449215,0.349446538297759,0.679401534687129,0.514344640770766,0.607011056269365,0.667215172895973
"3","3-hydroxy-3-methylglutaryl-Coenzyme",0.102431452222336,-0.536823299378553,1.45429786600759,-0.369128850372495,0.712031685596474,NA
"4","3-hydroxyisobutyryl-Coenzyme",0.162323563561036,-0.671481992655428,0.975672463724771,-0.688224806603589,0.491311224745111,NA
"5","40S",13.6839100259551,0.336381778218952,0.210249283844773,1.59991878244542,0.109616602007701,0.146626347891692
"6","5-azacytidine",0.628028876009268,1.21049100443375,0.524124023411713,2.30955069861944,0.0209130417687741,0.0316697329588596
"7","5-nucleotidase
"19426","RNA5SP410",0.0148244108144642,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"19427","RNA5SP411",0.003625539971116,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19428","RNA5SP412",0,NA,NA,NA,NA,NA
"19429","RNA5SP413",0,NA,NA,NA,NA,NA
"19430","RNA5SP414",0,NA,NA,NA,NA,NA
"19431","RNA5SP415",0,NA,NA,NA,NA,NA
"19432","RNA5SP416",0.00333277761134806,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19433","RNA5SP417",0.0041785889335523,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19434","RNA5SP418",0,NA,NA,NA,NA,NA
"19435","RNA5SP419",0,NA,NA,NA,NA,NA
"19436","RNA5SP42",0.0880562250770798,-1.71205012239422,2.67332506563168,-0.640419732117269,0.521899757897187,NA
"19437","RNA5SP420",0,NA,NA,NA,NA,NA
"19438","RNA5SP421",0,NA,NA,NA,NA,NA
"19439","RNA5SP422",0,NA,NA,NA,NA,NA
"19440","RNA5SP423",0,NA,NA,NA,NA,NA
"19441","RNA5SP425",0.0645738722204536,-0.173952303535013,1.9115041707607,-0.0910028375537299,0.927490336372403,NA
"19442","RNA5SP426",0,NA,NA,NA,NA,NA
"19443","RNA5SP427",0,NA,NA,NA,NA,NA
"19444","RNA5SP428",0.31416570525027,0.446008449583468,0.697666331618588,0.639286187924143,0.522636772103523,0.587255872829198
"19445","RNA5SP429",0.0308674173937291,-0.344349880957912,5.10183902733962,-0.0674952461480297,0.946187446421622,NA
"19446","RNA5SP43",0,NA,NA,NA,NA,NA
"19447","RNA5SP430",0,NA,NA,NA,NA,NA
"19448","RNA5SP431",0.0212162600450192,-0.358495151700319,5.10183920643297,-0.070267826404307,0.943980489997604,NA
"19449","RNA5SP432",0.125178270331353,0.0193556036116565,1.13071169740087,0.0171180714377932,0.986342422101953,NA
"19450","RNA5SP433",0.0168461205833556,-0.344349880957912,5.10183902733962,-0.0674952461480297,0.946187446421622,NA
"19451","RNA5SP434",1.05469196603314,0.390262740366034,0.466888170559784,0.835880549079069,0.403222105939934,0.470037935588484
"19452","RNA5SP435",0.312975719177468,-0.398546345629297,0.663826733567489,-0.600377064490094,0.548254969600256,0.611877584697403
"19453","RNA5SP436",0.137851149949309,0.0344355740984269,1.13031350351568,0.0304655071281728,0.975695801928805,NA
"19454","RNA5SP437",0.0753241749251635,-0.623116059377219,1.8127885485083,-0.343733448608756,0.731046753873718,NA
"19455","RNA5SP438",0.00320678778265917,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19456","RNA5SP439",0.0286938822933273,-0.301711179577482,3.31019399222212,-0.091146071887752,0.927376524896781,NA
"19457","RNA5SP44",0.128850535126668,0.00568710311044478,1.29914397290233,0.00437757725784589,0.996507209847743,NA
"19458","RNA5SP440",0.754947912806778,-0.664740280549361,0.430209373894835,-1.54515526830863,0.122308711209134,0.161874929475135
"19459","RNA5SP441",0.0118679835489597,-0.372637697888327,5.10183938334423,-0.0730398724634222,0.941774388589967,NA
"19460","RNA5SP442",0.0190233747438279,-0.358495151700319,5.10183920643297,-0.070267826404307,0.943980489997604,NA
"19461","RNA5SP444",0,NA,NA,NA,NA,NA
"19462","RNA5SP445",0.021795054890786,-0.315919115779536,3.70179888746195,-0.0853420527110639,0.931989460231731,NA
"19463","RNA5SP446",0,NA,NA,NA,NA,NA
"19464","RNA5SP447",0.0085332020856732,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19465","RNA5SP448",0.0208398633400702,-0.344344489259794,4.58905680309822,-0.0750360050081133,0.940186064776346,NA
"19466","RNA5SP449",0.178723826702604,0.2041453626158,0.96301122347258,0.211986483272397,0.832117579472881,NA
"19467","RNA5SP45",0,NA,NA,NA,NA,NA
"19468","RNA5SP450",0.368070501094498,0.238760972168211,0.596195286552868,0.400474437744551,0.688807107438603,0.740978287442335
"19469","RNA5SP451",0,NA,NA,NA,NA,NA
"19470","RNA5SP452",0.0614050697044464,-0.516624529339872,2.12200349613198,-0.243460734292655,0.807648499589866,NA
"19471","RNA5SP453",0.0046451788104983,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19472","RNA5SP454",0.00770138009548894,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19473","RNA5SP455",0.128055614078536,-0.152447393366342,1.20840628895736,-0.126155743113417,0.899608643270965,NA
"19474","RNA5SP456",0,NA,NA,NA,NA,NA
"19475","RNA5SP457",0.0309589275757665,-0.469922161284739,4.40124401574813,-0.106770303942091,0.91497120679442,NA
"19476","RNA5SP458",0.00504386217111078,-0.559133906559362,5.10183965265858,-0.109594566788863,0.912730919776667,NA
"19477","RNA5SP459",0.0038210555611379,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19478","RNA5SP46",0.059235856705831,-0.380607141722078,2.12303265462674,-0.179275217878829,0.857721604867982,NA
"19479","RNA5SP460",0.0212477772972845,-0.358495151700319,5.10183920643297,-0.0702678264043069,0.943980489997604,NA
"19480","RNA5SP461",0,NA,NA,NA,NA,NA
"19481","RNA5SP462",0.132936966467323,0.0239668563259967,1.25426577279298,0.0191082758103394,0.984754729494305,NA
"19482","RNA5SP464",0.0947782515479443,-0.103064843163962,1.57541269861468,-0.0654208533767629,0.947838921050342,NA
"19483","RNA5SP465",0.129897204740714,-0.115921055314866,1.13612068083437,-0.10203234328041,0.918731002818425,NA
"19484","RNA5SP466",0.113946180890063,-0.15455757254423,1.59205647946504,-0.0970804582235449,0.922662499628047,NA
"19485","RNA5SP467",0.0437506451063946,-0.259105932159698,2.5779891807929,-0.100506989746173,0.919941833923648,NA
"19486","RNA5SP468",0,NA,NA,NA,NA,NA
"19487","RNA5SP469",0.0583155644696603,-0.244911725369997,2.38047714061045,-0.102883460291155,0.918055464809451,NA
"19488","RNA5SP47",0.0252467609892114,-0.344343656857877,4.49299518769673,-0.0766401125469264,0.938909847580622,NA
"19489","RNA5SP470",0,NA,NA,NA,NA,NA
"19490","RNA5SP471",0,NA,NA,NA,NA,NA
"19491","RNA5SP472",0.0102204878175243,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19492","RNA5SP473",0.190352771904431,-0.249736555621532,0.937053693013399,-0.266512535496684,0.789844506486716,NA
"19493","RNA5SP474",0.43570618876937,0.48982383243215,0.546024860453951,0.897072400741832,0.369680284743956,0.435832780352289
"19494","RNA5SP475",0.00987914718561526,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"19495","RNA5SP476",0.0135842045403957,-0.372637697888327,5.10183938334423,-0.0730398724634222,0.941774388589967,NA
"19496","RNA5SP477",0.199361524780478,0.0953536949414808,0.842723315447862,0.113149468151128,0.909912056864874,NA
"19497","RNA5SP478",0,NA,NA,NA,NA,NA
"19498","RNA5SP479",0.700212367224742,-0.241571590997771,0.475993916151133,-0.507509829014432,0.611797141597429,0.671192597113641
"19499","RNA5SP48",0.10424352430964,-0.861168331367462,1.80613733670791,-0.476801134589871,0.633503737732602,NA
"19500","RNA5SP480",0,NA,NA,NA,NA,NA
"19501","RNA5SP481",0.00537017867408993,-0.559133906559362,5.10183965265858,-0.109594566788863,0.912730919776667,NA
"19502","RNA5SP482",0,NA,NA,NA,NA,NA
"19503","RNA5SP483",0.140098445250713,-0.0778284833951296,1.06830331158598,-0.072852421733662,0.941923555236188,NA
"19504","RNA5SP484",0.0106794876806662,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19505","RNA5SP485",0,NA,NA,NA,NA,NA
"19506","RNA5SP486",0,NA,NA,NA,NA,NA
"19507","RNA5SP487",0,NA,NA,NA,NA,NA
"19508","RNA5SP488",0.0169634834877012,-0.358495151700319,5.10183920643297,-0.0702678264043069,0.943980489997604,NA
"19509","RNA5SP489",0.0106226678894152,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19510","RNA5SP49",0,NA,NA,NA,NA,NA
"19511","RNA5SP490",0.451378634445879,-0.320074653301279,0.573687322145196,-0.557925268601753,0.576895415911886,0.638999813484734
"19512","RNA5SP491",0.10773001348523,-0.37750384410551,1.5133558252812,-0.249448171936276,0.803014126686728,NA
"19513","RNA5SP492",0.0385399113844854,-0.287499316629278,3.52861362207981,-0.0814765648554691,0.935062961440766,NA
"19514","RNA5SP493",0.234690507592347,0.286336600703325,0.851235499226063,0.336377654554656,0.73658609782747,0.783000346749413
"19515","RNA5SP494",0.618080124946005,1.40071565557128,0.533642374798835,2.62482089451629,0.00866945573903044,0.0138676653588087
"19516","RNA5SP495",0.00332819907608518,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19517","RNA5SP496",0.11610486201965,-0.313123307561051,1.35242943662886,-0.231526539633416,0.816905769825162,NA
"19518","RNA5SP497",0,NA,NA,NA,NA,NA
"19519","RNA5SP498",0.898346398598445,1.57911870652497,0.54709650403388,2.88636226859747,0.00389723282445369,0.00651767566196118
"19520","RNA5SP499",0,NA,NA,NA,NA,NA
"19521","RNA5SP50",0.00258049851699899,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19522","RNA5SP500",0.0162565311005925,-0.358495151700319,5.10183920643297,-0.070267826404307,0.943980489997604,NA
"19523","RNA5SP501",0,NA,NA,NA,NA,NA
"19524","RNA5SP502",0.0134124360907626,-0.346038460211545,4.82577900781723,-0.071706238443783,0.942835691385466,NA
"19525","RNA5SP503",0,NA,NA,NA,NA,NA
"19526","RNA5SP504",0,NA,NA,NA,NA,NA
"19527","RNA5SP505",0.00416053397063448,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19528","RNA5SP507",0.243152671529293,-0.442245126874586,0.859645380260653,-0.514450652594088,0.606936953210904,0.667166429250268
"19529","RNA5SP508",0.00716645999047292,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19530","RNA5SP509",0,NA,NA,NA,NA,NA
"19531","RNA5SP51",0.0254225574307763,-0.315919221277634,3.65173924752975,-0.0865119878127499,0.931059426903839,NA
"19532","RNA5SP510",0.00604530754911732,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19533","RNA5SP511",0.0349411503104213,-0.287506749909322,3.01109050550406,-0.0954825998699739,0.92393151040242,NA
"19534","RNA5SP512",0.152911992314073,-0.245377093814879,1.02876793421941,-0.238515495723593,0.811481298262172,NA
"19535","RNA5SP513",0.0123630332870687,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"19536","RNA5SP514",0.109620936154196,-0.330229380921526,1.46151521582343,-0.22595001225182,0.821240299327012,NA
"19537","RNA5SP515",0.0928564992274559,-0.4331692719656,1.88748115508658,-0.229495945322818,0.818483471705768,NA
"19538","RNA5SP516",0,NA,NA,NA,NA,NA
"19539","RNA5SP517",0.894352413912391,-0.526997380572663,0.416355491662842,-1.26573899258045,0.205606543296847,0.258594115377276
"19540","RNA5SP518",0.00259064844697804,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19541","RNA5SP519",0.0188899032923948,-0.358495151700319,5.10183920643297,-0.0702678264043069,0.943980489997604,NA
"19542","RNA5SP52",0.127369658067111,0.0362106610555313,1.13347375199018,0.0319466251352991,0.974514616116481,NA
"19543","RNA5SP520",0,NA,NA,NA,NA,NA
"19544","RNA5SP521",0.0205786205216745,-0.344498712586464,5.1018392313458,-0.0675244156009184,0.946164225541331,NA
"19545","RNA5SP522",0.0205786205216745,-0.344498712586464,5.1018392313458,-0.0675244156009184,0.946164225541331,NA
"19546","RNA5SP523",0,NA,NA,NA,NA,NA
"19547","RNA5SP53",0.164234405693576,0.00579304783204122,0.956598508307046,0.00605588215090733,0.995168134663504,NA
"19548","RNA5SP54",0,NA,NA,NA,NA,NA
"19549","RNA5SP55",0.0130468555750027,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"19550","RNA5SP56",0,NA,NA,NA,NA,NA
"19551","RNA5SP57",0.033817626182714,-0.637846659683257,3.92037562009137,-0.16270039442506,0.870754336422136,NA
"19552","RNA5SP59",0.00601858712716942,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19553","RNA5SP60",0.00744251224970714,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19554","RNA5SP61",0.107858630314181,-0.231129825601215,1.44495014550627,-0.159956955137877,0.872914982352526,NA
"19555","RNA5SP62",0,NA,NA,NA,NA,NA
"19556","RNA5SP63",0.0992271328599342,-0.212866068455673,1.45469187046786,-0.146330692277266,0.883660337697363,NA
"19557","RNA5SP64",0.00554317893079056,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19558","RNA5SP65",0.107893979572038,-0.379352721520193,1.51158121618278,-0.25096416749487,0.801841812946892,NA
"19559","RNA5SP66",0.00876180901323639,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19560","RNA5SP67",0.143436236266557,-0.437042133012969,1.02370337923551,-0.426922624148556,0.669435686324924,NA
"19561","RNA5SP68",0.0485215510580098,-0.259098372113726,2.74094281179944,-0.0945289230400349,0.9246890080439,NA
"19562","RNA5SP69",1.32274282952869,2.20462415713703,0.554889016369071,3.97309027949957,7.0946143684115e-05,0.000144325609418189
"19563","RNA5SP70",0.0475819545915899,-0.259106634979901,2.56459062345557,-0.101032356825346,0.919524774552243,NA
"19564","RNA5SP72",0,NA,NA,NA,NA,NA
"19565","RNA5SP73",0.00830819361576551,-0.542603106744072,5.10183956603697,-0.106354404077343,0.915301168100779,NA
"19566","RNA5SP74",0.127979152147202,0.0823848736434557,1.42950728153226,0.0576316572204859,0.954042032756743,NA
"19567","RNA5SP75",0.905789677357188,1.74043018183654,0.53872470280346,3.23064855348112,0.00123509703413398,0.00219786296573409
"19568","RNA5SP76",0.0044612106409156,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19569","RNA5SP77",0.0143288650273248,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"19570","RNA5SP78",1.55625015109729,0.946563459166613,0.438113058008471,2.16054610074715,0.0307304188077517,0.0452232352917488
"19571","RNA5SP79",0.00465227616469307,-0.559133906559362,5.10183965265858,-0.109594566788863,0.912730919776667,NA
"19572","RNA5SP80",0.00773978014722996,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19573","RNA5SP82",4.01601712563418,1.27380940311759,0.31123315992022,4.09278176992489,4.26228824708245e-05,8.88439034023694e-05
"19574","RNA5SP84",0.0107129137830283,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"19575","RNA5SP86",0.677828072773579,1.52234134628231,0.559597006018034,2.72042439453875,0.0065198179385402,0.0106200463660325
"19576","RNA5SP87",0,NA,NA,NA,NA,NA
"19577","RNA5SP88",0.041422862246816,-0.287502915169031,3.21885383939424,-0.0893184125512006,0.928828861453103,NA
"19578","RNA5SP89",0.00398881622475499,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19579","RNA5SP90",0.0204764148275224,-0.344344576853258,4.59877868117243,-0.074877396962593,0.940312260672261,NA
"19580","RNA5SP91",0.0295919378236376,-0.330129733161711,3.96758054061392,-0.0832068132662606,0.933687095325484,NA
"19581","RNA5SP92",0.0856756414202313,-0.134734271275418,1.80506525894877,-0.0746423269781858,0.940499295978487,NA
"19582","RNA5SP93",0.006596403626887,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"19583","RNA5SP94",0,NA,NA,NA,NA,NA
"19584","RNA5SP95",0.0322719878953666,-0.316206634767732,4.38223219300089,-0.0721565222565714,0.942477345150337,NA
"19585","RNA5SP96",0.00558168501441394,-0.40079742477742,5.10183956735605,-0.0785593940158193,0.937383086554603,NA
"19586","RNA5SP97",0.0758421588532096,-0.302971502295992,1.81521303941899,-0.166906856504825,0.867443338119487,NA
"19587","RNA5SP98",0.00685570845768484,-0.40079742477742,5.10183956735605,-0.0785593940158193,0.937383086554603,NA
"19588","RNA5SP99",0.00397867360647939,-0.556930480419898,5.10183989520587,-0.109162673047274,0.91307346592486,NA
"19589","RNASE1",2696.17152278954,-1.64364349712757,0.159741140662895,-10.2894188078711,7.86496541066725e-25,7.48440256821561e-24
"19590","RNASE10",29.3167674705156,0.0410157140800963,0.112253130660377,0.365385925887357,0.714823345598073,0.764542477259269
"19591","RNASE11",0.0127759478338946,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"19592","RNASE12",0.00406059430312127,-0.40079742477742,5.10183956735605,-0.0785593940158193,0.937383086554603,NA
"19593","RNASE13",0.866993945480367,0.767803948005801,0.50831706775278,1.51048232828417,0.130920395258712,0.172184857259361
"19594","RNASE2",17.3040061631348,2.40409586577231,0.288689019711217,8.327631817023,8.24755474846301e-17,4.31730510064302e-16
"19595","RNASE3",2.83812211120438,0.648376615809782,0.316776799286954,2.04679325401746,0.0406783883141937,0.0587370043153361
"19596","RNASE4",1782.40129747728,-0.628997330012751,0.104811893001437,-6.00120188654665,1.95862278432015e-09,5.89268958997016e-09
"19597","RNASE6",608.148096211786,0.392539661985333,0.122708240660648,3.19896740326436,0.00137920762186512,0.00243940003804165
"19598","RNASE7",4.63764944499919,-0.572882342568203,0.269617716784166,-2.12479487402086,0.0336037327436178,0.0491387743355016
"19599","RNASE8",0.109053710035875,-0.384762265903278,1.39416262944597,-0.275980906227689,0.782562731552907,NA
"19600","RNASE9",0.0157701923827745,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"19601","RNASEH1",1024.98876422702,0.0874724188067979,0.0502957546213734,1.73916107761561,0.0820064336851556,0.112369162890917
"19602","RNASEH2A",440.523443059127,-0.0395088424917074,0.0773173007276037,-0.51099614342333,0.609353757251759,0.669298022613386
"19603","RNASEH2B",941.267822227803,0.259646074486273,0.067032440306786,3.87343908856602,0.000107310236172693,0.000214735406550497
"19604","RNASEH2C",792.693037280041,0.0678914651973836,0.0911314720793103,0.744983743248421,0.456281547638799,0.523089856246634
"19605","RNASEH2CP1",0.0153937532938655,-0.358495151700319,5.10183920643297,-0.0702678264043069,0.943980489997604,NA
"19606","RNASEK",2243.62678302076,-0.102147082037899,0.0769217599426934,-1.32793480172578,0.184199646511245,0.234365590760008
"19607","RNASEK-C17orf49",30.0242153460841,0.625594858715566,0.210822941131285,2.96739460780975,0.00300335227654509,0.00509574375965952
"19608","RNASEL",857.155302082158,-0.518105290406997,0.0630661233761853,-8.21527093581658,2.11685765238688e-16,1.07839010603304e-15
"19609","RNASET2",2907.95875629674,-0.280943632020434,0.0759431343316351,-3.69939474440948,0.000216114244383258,0.000418997004416521
"19610","RND1",622.494079160775,2.95428298043411,0.216270811500641,13.6601095632609,1.75719170378957e-42,6.93595739418349e-41
"19611","RND2",15.5842929937598,0.26823725675485,0.161973864183121,1.65605271015571,0.0977111448823324,0.13196890772662
"19612","RND3",1622.03170818006,-0.204330883005899,0.0781109063403723,-2.61590720911003,0.00889907378225155,0.0142096171353949
"19613","RNF10",5000.71490698287,-0.199771840802249,0.0539698996426587,-3.70154182470159,0.000214293323200228,0.000415682324463498
"19614","RNF103",2447.08729495876,-0.415887398798214,0.076127698707505,-5.4630233917371,4.68092890770311e-08,1.26137531383057e-07
"19615","RNF103-CHMP3",25.2899735004337,0.102610560490421,0.201637905975167,0.508885271319266,0.610832644475339,0.670396900780159
"19616","RNF10P1",0.00248246224182349,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"19617","RNF11",2152.55310198536,-0.678215473046053,0.0536101948169791,-12.650867532965,1.10646250171561e-36,2.71113544136219e-35
"19618","RNF111",922.729448026661,0.0467752910109903,0.0496606491353982,0.941898501637764,0.346244607337336,0.411383364944519
"19619","RNF112",117.477139337923,0.817945398879083,0.141569631477957,5.777689680618,7.57333219998102e-09,2.17406028071158e-08
"19620","RNF113A",382.660588961602,-0.0382817880001922,0.0639158888861511,-0.598940086218324,0.549212838723598,0.612635048717999
"19621","RNF113B",0.462259102562445,1.09568299307989,0.607489433227511,1.80362477625113,0.0712901492886023,0.0987312516776859
